month,median_price,area
31-01-2022,9648.43,Al Barsha South Fourth
28-02-2022,9524.88,Al Barsha South Fourth
31-03-2022,10645.44,Al Barsha South Fourth
30-04-2022,10336.14,Al Barsha South Fourth
31-05-2022,10249.08,Al Barsha South Fourth
30-06-2022,10469.69,Al Barsha South Fourth
31-07-2022,10491.18,Al Barsha South Fourth
31-08-2022,10699.32,Al Barsha South Fourth
30-09-2022,10436.08,Al Barsha South Fourth
31-10-2022,9579.28,Al Barsha South Fourth
30-11-2022,9984.645,Al Barsha South Fourth
31-12-2022,10175.3,Al Barsha South Fourth
31-01-2023,11302.105,Al Barsha South Fourth
28-02-2023,11301.3,Al Barsha South Fourth
31-03-2023,11583.75,Al Barsha South Fourth
30-04-2023,11849.2,Al Barsha South Fourth
31-05-2023,11340.01,Al Barsha South Fourth
30-06-2023,11770.73,Al Barsha South Fourth
31-07-2023,12118.02,Al Barsha South Fourth
31-08-2023,12594.119999999999,Al Barsha South Fourth
30-09-2023,13123.78,Al Barsha South Fourth
31-10-2023,12821.55,Al Barsha South Fourth
30-11-2023,13228.865,Al Barsha South Fourth
31-12-2023,13135.23,Al Barsha South Fourth
31-01-2024,13454.42,Al Barsha South Fourth
29-02-2024,13109.42,Al Barsha South Fourth
31-03-2024,13215.86,Al Barsha South Fourth
30-04-2024,12928.08,Al Barsha South Fourth
31-05-2024,13297.2,Al Barsha South Fourth
30-06-2024,13140.71,Al Barsha South Fourth
31-07-2024,13757.46,Al Barsha South Fourth
31-08-2024,14664.965,Al Barsha South Fourth
30-09-2024,13783.74,Al Barsha South Fourth
31-10-2024,13480.72,Al Barsha South Fourth
30-11-2024,13750.0,Al Barsha South Fourth
31-12-2024,13365.41,Al Barsha South Fourth
31-01-2025,13993.08,Al Barsha South Fourth
28-02-2025,14347.53,Al Barsha South Fourth
31-03-2025,14596.6,Al Barsha South Fourth
30-04-2025,14713.47,Al Barsha South Fourth
31-05-2025,14901.46,Al Barsha South Fourth
30-06-2025,15175.705,Al Barsha South Fourth
31-07-2025,14255.57,Al Barsha South Fourth
31-08-2025,14946.12,Al Barsha South Fourth
30-09-2025,15616.29,Al Barsha South Fourth
31-10-2025,15234.61,Al Barsha South Fourth
30-11-2025,14925.41,Al Barsha South Fourth
31-12-2025,15166.35,Al Barsha South Fourth
31-01-2026,14164.31,Al Barsha South Fourth
31-01-2022,15855.75,Business Bay
28-02-2022,17062.585,Business Bay
31-03-2022,17709.985,Business Bay
30-04-2022,18300.885000000002,Business Bay
31-05-2022,18593.42,Business Bay
30-06-2022,18333.735,Business Bay
31-07-2022,18523.614999999998,Business Bay
31-08-2022,19205.02,Business Bay
30-09-2022,21431.690000000002,Business Bay
31-10-2022,23575.16,Business Bay
30-11-2022,18945.76,Business Bay
31-12-2022,21957.065000000002,Business Bay
31-01-2023,22633.82,Business Bay
28-02-2023,22370.85,Business Bay
31-03-2023,22902.655,Business Bay
30-04-2023,21224.77,Business Bay
31-05-2023,17786.355,Business Bay
30-06-2023,18772.785000000003,Business Bay
31-07-2023,21342.025,Business Bay
31-08-2023,27696.25,Business Bay
30-09-2023,25799.36,Business Bay
31-10-2023,21369.385000000002,Business Bay
30-11-2023,22452.795,Business Bay
31-12-2023,23222.82,Business Bay
31-01-2024,23685.51,Business Bay
29-02-2024,22478.39,Business Bay
31-03-2024,24401.54,Business Bay
30-04-2024,23664.65,Business Bay
31-05-2024,23267.55,Business Bay
30-06-2024,24403.01,Business Bay
31-07-2024,22397.805,Business Bay
31-08-2024,23463.16,Business Bay
30-09-2024,22667.739999999998,Business Bay
31-10-2024,23478.77,Business Bay
30-11-2024,23419.79,Business Bay
31-12-2024,24658.57,Business Bay
31-01-2025,24024.02,Business Bay
28-02-2025,23718.09,Business Bay
31-03-2025,25270.585,Business Bay
30-04-2025,24973.99,Business Bay
31-05-2025,23757.225,Business Bay
30-06-2025,25657.91,Business Bay
31-07-2025,24986.760000000002,Business Bay
31-08-2025,27235.35,Business Bay
30-09-2025,27891.45,Business Bay
31-10-2025,25229.6,Business Bay
30-11-2025,26270.824999999997,Business Bay
31-12-2025,26645.04,Business Bay
31-01-2026,25255.41,Business Bay
31-01-2022,18066.965,Al Merkadh
28-02-2022,16059.07,Al Merkadh
31-03-2022,18158.8,Al Merkadh
30-04-2022,18298.71,Al Merkadh
31-05-2022,18298.71,Al Merkadh
30-06-2022,18214.6,Al Merkadh
31-07-2022,17329.88,Al Merkadh
31-08-2022,16515.3,Al Merkadh
30-09-2022,16702.71,Al Merkadh
31-10-2022,19316.81,Al Merkadh
30-11-2022,20676.97,Al Merkadh
31-12-2022,20124.76,Al Merkadh
31-01-2023,19566.0,Al Merkadh
28-02-2023,19105.95,Al Merkadh
31-03-2023,19375.15,Al Merkadh
30-04-2023,18246.03,Al Merkadh
31-05-2023,19105.995000000003,Al Merkadh
30-06-2023,17080.925,Al Merkadh
31-07-2023,19644.23,Al Merkadh
31-08-2023,19913.16,Al Merkadh
30-09-2023,20182.32,Al Merkadh
31-10-2023,19306.395,Al Merkadh
30-11-2023,19067.809999999998,Al Merkadh
31-12-2023,20834.15,Al Merkadh
31-01-2024,19691.88,Al Merkadh
29-02-2024,18677.055,Al Merkadh
31-03-2024,17648.51,Al Merkadh
30-04-2024,18018.02,Al Merkadh
31-05-2024,18915.75,Al Merkadh
30-06-2024,19058.58,Al Merkadh
31-07-2024,20720.644999999997,Al Merkadh
31-08-2024,18613.92,Al Merkadh
30-09-2024,19083.33,Al Merkadh
31-10-2024,19662.66,Al Merkadh
30-11-2024,19017.94,Al Merkadh
31-12-2024,20641.26,Al Merkadh
31-01-2025,19912.34,Al Merkadh
28-02-2025,19893.73,Al Merkadh
31-03-2025,19955.41,Al Merkadh
30-04-2025,21225.495,Al Merkadh
31-05-2025,20483.78,Al Merkadh
30-06-2025,20204.705,Al Merkadh
31-07-2025,20292.775,Al Merkadh
31-08-2025,20576.855,Al Merkadh
30-09-2025,20780.345,Al Merkadh
31-10-2025,20540.91,Al Merkadh
30-11-2025,20561.54,Al Merkadh
31-12-2025,20951.18,Al Merkadh
31-01-2026,20471.565000000002,Al Merkadh
31-01-2022,20923.7,Burj Khalifa
28-02-2022,17203.550000000003,Burj Khalifa
31-03-2022,21568.89,Burj Khalifa
30-04-2022,25407.795,Burj Khalifa
31-05-2022,27337.52,Burj Khalifa
30-06-2022,25902.105000000003,Burj Khalifa
31-07-2022,26952.565,Burj Khalifa
31-08-2022,27103.095,Burj Khalifa
30-09-2022,21668.93,Burj Khalifa
31-10-2022,21910.835,Burj Khalifa
30-11-2022,22469.620000000003,Burj Khalifa
31-12-2022,22865.39,Burj Khalifa
31-01-2023,25660.67,Burj Khalifa
28-02-2023,24136.65,Burj Khalifa
31-03-2023,23793.21,Burj Khalifa
30-04-2023,21557.74,Burj Khalifa
31-05-2023,22423.964999999997,Burj Khalifa
30-06-2023,21464.84,Burj Khalifa
31-07-2023,20224.45,Burj Khalifa
31-08-2023,22564.825,Burj Khalifa
30-09-2023,21170.9,Burj Khalifa
31-10-2023,25353.84,Burj Khalifa
30-11-2023,26687.0,Burj Khalifa
31-12-2023,24382.62,Burj Khalifa
31-01-2024,23843.93,Burj Khalifa
29-02-2024,22395.085,Burj Khalifa
31-03-2024,23539.555,Burj Khalifa
30-04-2024,24064.445,Burj Khalifa
31-05-2024,21445.42,Burj Khalifa
30-06-2024,22931.989999999998,Burj Khalifa
31-07-2024,20556.835,Burj Khalifa
31-08-2024,26297.57,Burj Khalifa
30-09-2024,24753.47,Burj Khalifa
31-10-2024,23294.32,Burj Khalifa
30-11-2024,24484.03,Burj Khalifa
31-12-2024,24149.01,Burj Khalifa
31-01-2025,24414.48,Burj Khalifa
28-02-2025,23998.975,Burj Khalifa
31-03-2025,24433.66,Burj Khalifa
30-04-2025,24392.614999999998,Burj Khalifa
31-05-2025,24123.42,Burj Khalifa
30-06-2025,21075.87,Burj Khalifa
31-07-2025,22415.04,Burj Khalifa
31-08-2025,21870.905,Burj Khalifa
30-09-2025,24049.510000000002,Burj Khalifa
31-10-2025,24133.07,Burj Khalifa
30-11-2025,25445.75,Burj Khalifa
31-12-2025,23880.36,Burj Khalifa
31-01-2026,23890.11,Burj Khalifa
31-01-2022,16789.254999999997,Hadaeq Sheikh Mohammed Bin Rashid
28-02-2022,17234.96,Hadaeq Sheikh Mohammed Bin Rashid
31-03-2022,16975.49,Hadaeq Sheikh Mohammed Bin Rashid
30-04-2022,16062.83,Hadaeq Sheikh Mohammed Bin Rashid
31-05-2022,15838.42,Hadaeq Sheikh Mohammed Bin Rashid
30-06-2022,17268.495000000003,Hadaeq Sheikh Mohammed Bin Rashid
31-07-2022,16943.49,Hadaeq Sheikh Mohammed Bin Rashid
31-08-2022,16450.98,Hadaeq Sheikh Mohammed Bin Rashid
30-09-2022,19212.1,Hadaeq Sheikh Mohammed Bin Rashid
31-10-2022,18897.5,Hadaeq Sheikh Mohammed Bin Rashid
30-11-2022,19137.35,Hadaeq Sheikh Mohammed Bin Rashid
31-12-2022,19281.46,Hadaeq Sheikh Mohammed Bin Rashid
31-01-2023,20080.585,Hadaeq Sheikh Mohammed Bin Rashid
28-02-2023,19162.21,Hadaeq Sheikh Mohammed Bin Rashid
31-03-2023,20925.07,Hadaeq Sheikh Mohammed Bin Rashid
30-04-2023,22001.35,Hadaeq Sheikh Mohammed Bin Rashid
31-05-2023,19882.59,Hadaeq Sheikh Mohammed Bin Rashid
30-06-2023,20451.6,Hadaeq Sheikh Mohammed Bin Rashid
31-07-2023,20596.92,Hadaeq Sheikh Mohammed Bin Rashid
31-08-2023,20451.6,Hadaeq Sheikh Mohammed Bin Rashid
30-09-2023,21589.085,Hadaeq Sheikh Mohammed Bin Rashid
31-10-2023,21713.08,Hadaeq Sheikh Mohammed Bin Rashid
30-11-2023,22278.01,Hadaeq Sheikh Mohammed Bin Rashid
31-12-2023,22830.52,Hadaeq Sheikh Mohammed Bin Rashid
31-01-2024,22968.26,Hadaeq Sheikh Mohammed Bin Rashid
29-02-2024,22557.12,Hadaeq Sheikh Mohammed Bin Rashid
31-03-2024,22058.89,Hadaeq Sheikh Mohammed Bin Rashid
30-04-2024,23430.38,Hadaeq Sheikh Mohammed Bin Rashid
31-05-2024,24346.88,Hadaeq Sheikh Mohammed Bin Rashid
30-06-2024,23469.9,Hadaeq Sheikh Mohammed Bin Rashid
31-07-2024,25714.385000000002,Hadaeq Sheikh Mohammed Bin Rashid
31-08-2024,23472.754999999997,Hadaeq Sheikh Mohammed Bin Rashid
30-09-2024,23886.14,Hadaeq Sheikh Mohammed Bin Rashid
31-10-2024,24772.87,Hadaeq Sheikh Mohammed Bin Rashid
30-11-2024,24057.02,Hadaeq Sheikh Mohammed Bin Rashid
31-12-2024,23817.045,Hadaeq Sheikh Mohammed Bin Rashid
31-01-2025,23682.81,Hadaeq Sheikh Mohammed Bin Rashid
28-02-2025,24121.295,Hadaeq Sheikh Mohammed Bin Rashid
31-03-2025,25262.64,Hadaeq Sheikh Mohammed Bin Rashid
30-04-2025,25531.985,Hadaeq Sheikh Mohammed Bin Rashid
31-05-2025,24146.18,Hadaeq Sheikh Mohammed Bin Rashid
30-06-2025,24885.345,Hadaeq Sheikh Mohammed Bin Rashid
31-07-2025,26593.300000000003,Hadaeq Sheikh Mohammed Bin Rashid
31-08-2025,24839.51,Hadaeq Sheikh Mohammed Bin Rashid
30-09-2025,23874.59,Hadaeq Sheikh Mohammed Bin Rashid
31-10-2025,23696.68,Hadaeq Sheikh Mohammed Bin Rashid
30-11-2025,25427.73,Hadaeq Sheikh Mohammed Bin Rashid
31-12-2025,25255.47,Hadaeq Sheikh Mohammed Bin Rashid
31-01-2026,25649.4,Hadaeq Sheikh Mohammed Bin Rashid
31-01-2022,19429.14,Al Khairan First
28-02-2022,19832.825,Al Khairan First
31-03-2022,18363.725,Al Khairan First
30-04-2022,18706.41,Al Khairan First
31-05-2022,19257.995000000003,Al Khairan First
30-06-2022,18805.65,Al Khairan First
31-07-2022,18051.45,Al Khairan First
31-08-2022,18871.32,Al Khairan First
30-09-2022,20624.415,Al Khairan First
31-10-2022,18385.12,Al Khairan First
30-11-2022,18440.63,Al Khairan First
31-12-2022,20689.61,Al Khairan First
31-01-2023,21691.51,Al Khairan First
28-02-2023,21018.9,Al Khairan First
31-03-2023,21510.28,Al Khairan First
30-04-2023,21774.9,Al Khairan First
31-05-2023,21244.205,Al Khairan First
30-06-2023,21976.42,Al Khairan First
31-07-2023,23425.03,Al Khairan First
31-08-2023,22825.32,Al Khairan First
30-09-2023,22824.66,Al Khairan First
31-10-2023,21789.25,Al Khairan First
30-11-2023,21726.54,Al Khairan First
31-12-2023,21693.04,Al Khairan First
31-01-2024,22445.79,Al Khairan First
29-02-2024,23945.52,Al Khairan First
31-03-2024,23548.98,Al Khairan First
30-04-2024,23593.975,Al Khairan First
31-05-2024,23404.235,Al Khairan First
30-06-2024,25434.19,Al Khairan First
31-07-2024,25843.59,Al Khairan First
31-08-2024,26504.9,Al Khairan First
30-09-2024,26354.795,Al Khairan First
31-10-2024,25043.21,Al Khairan First
30-11-2024,23746.755,Al Khairan First
31-12-2024,24298.199999999997,Al Khairan First
31-01-2025,23535.74,Al Khairan First
28-02-2025,23943.81,Al Khairan First
31-03-2025,23057.57,Al Khairan First
30-04-2025,23739.77,Al Khairan First
31-05-2025,25688.93,Al Khairan First
30-06-2025,26175.36,Al Khairan First
31-07-2025,25264.415,Al Khairan First
31-08-2025,24714.03,Al Khairan First
30-09-2025,26954.434999999998,Al Khairan First
31-10-2025,25154.25,Al Khairan First
30-11-2025,26924.53,Al Khairan First
31-12-2025,25701.510000000002,Al Khairan First
31-01-2026,27689.075,Al Khairan First
31-01-2022,6124.45,Wadi Al Safa 5
28-02-2022,6946.25,Wadi Al Safa 5
31-03-2022,8611.12,Wadi Al Safa 5
30-04-2022,7168.53,Wadi Al Safa 5
31-05-2022,8097.855,Wadi Al Safa 5
30-06-2022,8193.77,Wadi Al Safa 5
31-07-2022,7346.555,Wadi Al Safa 5
31-08-2022,7618.885,Wadi Al Safa 5
30-09-2022,7802.37,Wadi Al Safa 5
31-10-2022,8491.34,Wadi Al Safa 5
30-11-2022,8274.05,Wadi Al Safa 5
31-12-2022,8449.19,Wadi Al Safa 5
31-01-2023,8551.31,Wadi Al Safa 5
28-02-2023,9137.34,Wadi Al Safa 5
31-03-2023,8573.39,Wadi Al Safa 5
30-04-2023,9256.965,Wadi Al Safa 5
31-05-2023,8630.91,Wadi Al Safa 5
30-06-2023,8660.45,Wadi Al Safa 5
31-07-2023,9418.83,Wadi Al Safa 5
31-08-2023,9363.545,Wadi Al Safa 5
30-09-2023,9149.32,Wadi Al Safa 5
31-10-2023,8607.855,Wadi Al Safa 5
30-11-2023,8673.560000000001,Wadi Al Safa 5
31-12-2023,8371.12,Wadi Al Safa 5
31-01-2024,7271.33,Wadi Al Safa 5
29-02-2024,8174.39,Wadi Al Safa 5
31-03-2024,8530.95,Wadi Al Safa 5
30-04-2024,10698.2,Wadi Al Safa 5
31-05-2024,11497.96,Wadi Al Safa 5
30-06-2024,11942.68,Wadi Al Safa 5
31-07-2024,12849.42,Wadi Al Safa 5
31-08-2024,13339.03,Wadi Al Safa 5
30-09-2024,12588.215,Wadi Al Safa 5
31-10-2024,13315.3,Wadi Al Safa 5
30-11-2024,11625.06,Wadi Al Safa 5
31-12-2024,13790.61,Wadi Al Safa 5
31-01-2025,13821.26,Wadi Al Safa 5
28-02-2025,13373.98,Wadi Al Safa 5
31-03-2025,12632.635,Wadi Al Safa 5
30-04-2025,13128.56,Wadi Al Safa 5
31-05-2025,13133.28,Wadi Al Safa 5
30-06-2025,13668.380000000001,Wadi Al Safa 5
31-07-2025,13937.59,Wadi Al Safa 5
31-08-2025,14912.995,Wadi Al Safa 5
30-09-2025,14906.6,Wadi Al Safa 5
31-10-2025,14990.23,Wadi Al Safa 5
30-11-2025,14806.17,Wadi Al Safa 5
31-12-2025,14248.83,Wadi Al Safa 5
31-01-2026,14470.83,Wadi Al Safa 5
31-01-2022,11548.67,Al Thanyah Fifth
28-02-2022,10517.515,Al Thanyah Fifth
31-03-2022,10559.81,Al Thanyah Fifth
30-04-2022,10272.955,Al Thanyah Fifth
31-05-2022,11302.09,Al Thanyah Fifth
30-06-2022,10411.38,Al Thanyah Fifth
31-07-2022,10555.055,Al Thanyah Fifth
31-08-2022,10410.995,Al Thanyah Fifth
30-09-2022,10490.740000000002,Al Thanyah Fifth
31-10-2022,10736.3,Al Thanyah Fifth
30-11-2022,12510.14,Al Thanyah Fifth
31-12-2022,10980.13,Al Thanyah Fifth
31-01-2023,11357.21,Al Thanyah Fifth
28-02-2023,11679.18,Al Thanyah Fifth
31-03-2023,11213.974999999999,Al Thanyah Fifth
30-04-2023,11327.46,Al Thanyah Fifth
31-05-2023,13734.13,Al Thanyah Fifth
30-06-2023,21983.870000000003,Al Thanyah Fifth
31-07-2023,22221.57,Al Thanyah Fifth
31-08-2023,21227.025,Al Thanyah Fifth
30-09-2023,18326.870000000003,Al Thanyah Fifth
31-10-2023,14888.415,Al Thanyah Fifth
30-11-2023,12794.09,Al Thanyah Fifth
31-12-2023,16758.32,Al Thanyah Fifth
31-01-2024,18391.46,Al Thanyah Fifth
29-02-2024,15050.51,Al Thanyah Fifth
31-03-2024,14319.045,Al Thanyah Fifth
30-04-2024,13474.99,Al Thanyah Fifth
31-05-2024,15039.78,Al Thanyah Fifth
30-06-2024,14651.065,Al Thanyah Fifth
31-07-2024,14845.2,Al Thanyah Fifth
31-08-2024,21420.12,Al Thanyah Fifth
30-09-2024,20483.57,Al Thanyah Fifth
31-10-2024,21312.71,Al Thanyah Fifth
30-11-2024,17339.345,Al Thanyah Fifth
31-12-2024,16848.11,Al Thanyah Fifth
31-01-2025,18099.28,Al Thanyah Fifth
28-02-2025,17088.32,Al Thanyah Fifth
31-03-2025,17529.88,Al Thanyah Fifth
30-04-2025,23082.84,Al Thanyah Fifth
31-05-2025,18478.435,Al Thanyah Fifth
30-06-2025,18654.04,Al Thanyah Fifth
31-07-2025,16127.095000000001,Al Thanyah Fifth
31-08-2025,19298.71,Al Thanyah Fifth
30-09-2025,16832.975,Al Thanyah Fifth
31-10-2025,22322.65,Al Thanyah Fifth
30-11-2025,22552.16,Al Thanyah Fifth
31-12-2025,17878.79,Al Thanyah Fifth
31-01-2026,16965.74,Al Thanyah Fifth
31-01-2022,11459.904999999999,Al Barshaa South Third
28-02-2022,12362.244999999999,Al Barshaa South Third
31-03-2022,10112.35,Al Barshaa South Third
30-04-2022,12457.07,Al Barshaa South Third
31-05-2022,12327.535,Al Barshaa South Third
30-06-2022,11765.93,Al Barshaa South Third
31-07-2022,10249.23,Al Barshaa South Third
31-08-2022,11399.37,Al Barshaa South Third
30-09-2022,12005.27,Al Barshaa South Third
31-10-2022,11368.275,Al Barshaa South Third
30-11-2022,10666.94,Al Barshaa South Third
31-12-2022,10806.2,Al Barshaa South Third
31-01-2023,10752.69,Al Barshaa South Third
28-02-2023,11194.61,Al Barshaa South Third
31-03-2023,11306.72,Al Barshaa South Third
30-04-2023,11840.3,Al Barshaa South Third
31-05-2023,14784.1,Al Barshaa South Third
30-06-2023,14214.42,Al Barshaa South Third
31-07-2023,13364.775000000001,Al Barshaa South Third
31-08-2023,14913.01,Al Barshaa South Third
30-09-2023,14819.46,Al Barshaa South Third
31-10-2023,12538.7,Al Barshaa South Third
30-11-2023,12917.77,Al Barshaa South Third
31-12-2023,11662.95,Al Barshaa South Third
31-01-2024,13015.58,Al Barshaa South Third
29-02-2024,13982.11,Al Barshaa South Third
31-03-2024,13826.17,Al Barshaa South Third
30-04-2024,14031.19,Al Barshaa South Third
31-05-2024,13791.12,Al Barshaa South Third
30-06-2024,14099.475,Al Barshaa South Third
31-07-2024,14374.11,Al Barshaa South Third
31-08-2024,14533.4,Al Barshaa South Third
30-09-2024,13738.305,Al Barshaa South Third
31-10-2024,14385.98,Al Barshaa South Third
30-11-2024,13766.2,Al Barshaa South Third
31-12-2024,14446.235,Al Barshaa South Third
31-01-2025,13901.48,Al Barshaa South Third
28-02-2025,13739.82,Al Barshaa South Third
31-03-2025,13706.615,Al Barshaa South Third
30-04-2025,14604.93,Al Barshaa South Third
